mm10	mm10 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000083371.1	other	ENSG00000130299.16	pc	one-to-many
ENSMUSG00000098953.1	ncRNA	ENSG00000277306.1	ncRNA	many-to-many
ENSMUSG00000097534.3	lncRNA	ENSG00000271646.1	lncRNA	one-to-one
ENSMUSG00000067399.10	pc	ENSG00000226905.1	other	many-to-many
ENSMUSG00000049028.8	pc	ENSG00000250381.1	other	many-to-many
ENSMUSG00000082435.1	other	ENSG00000244457.2	other	many-to-many
ENSMUSG00000106649.1	ncRNA	ENSG00000166012.16	pc	many-to-many
ENSMUSG00000042734.6	pc	ENSG00000133985.2	pc	one-to-one
ENSMUSG00000100664.1	lncRNA	ENSG00000258489.3	lncRNA	one-to-one
ENSMUSG00000070702.9	pc	ENSG00000126545.13	pc	one-to-one
ENSMUSG00000005142.10	pc	ENSG00000269242.1	pc	many-to-many
ENSMUSG00000007570.15	pc	ENSG00000112039.3	pc	one-to-one
ENSMUSG00000054942.13	pc	ENSG00000180488.14	pc	one-to-one
ENSMUSG00000113262.1	pc	ENSG00000129932.8	pc	many-to-many
ENSMUSG00000079942.5	other	ENSG00000213293.4	other	many-to-many
ENSMUSG00000093433.1	other	ENSG00000234680.1	other	one-to-many
ENSMUSG00000021377.15	pc	ENSG00000124795.14	pc	one-to-one
ENSMUSG00000028654.13	pc	ENSG00000204053.6	other	one-to-many
ENSMUSG00000019795.17	pc	ENSG00000278899.1	lncRNA	one-to-many
ENSMUSG00000105016.1	other	ENSG00000240677.1	other	one-to-many
ENSMUSG00000102748.1	pc	ENSG00000254245.2	pc	many-to-many
ENSMUSG00000028639.14	pc	ENSG00000225118.1	other	one-to-many
ENSMUSG00000059751.7	other	ENSG00000243864.1	other	many-to-many
ENSMUSG00000108488.1	other	ENSG00000226729.3	other	one-to-many
ENSMUSG00000046431.2	pc	ENSG00000170683.6	pc	many-to-many
ENSMUSG00000109170.1	lncRNA	ENSG00000254546.1	other	one-to-many
ENSMUSG00000099397.1	other	ENSG00000254332.1	other	many-to-many
ENSMUSG00000048875.2	pc	ENSG00000233792.3	other	one-to-many
ENSMUSG00000077237.1	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000046753.10	pc	ENSG00000180376.16	pc	one-to-one
ENSMUSG00000027490.17	pc	ENSG00000101412.12	pc	one-to-one
ENSMUSG00000030796.17	pc	ENSG00000074219.13	pc	one-to-one
ENSMUSG00000088363.1	ncRNA	ENSG00000115112.7	pc	one-to-many
ENSMUSG00000050345.9	pc	ENSG00000135047.14	pc	one-to-many
ENSMUSG00000104188.1	lncRNA	ENSG00000234169.1	lncRNA	one-to-one
ENSMUSG00000039759.10	pc	ENSG00000215869.4	other	one-to-many
ENSMUSG00000076514.3	other	ENSG00000211599.2	other	one-to-many
ENSMUSG00000088469.1	ncRNA	ENSG00000212461.1	ncRNA	one-to-many
ENSMUSG00000005312.15	pc	ENSG00000135018.13	pc	one-to-one
ENSMUSG00000100916.3	pc	ENSG00000196337.11	pc	one-to-many
ENSMUSG00000042210.17	pc	ENSG00000248487.8	pc	many-to-many
ENSMUSG00000112943.1	other	ENSG00000079313.13	pc	many-to-many
ENSMUSG00000065548.1	ncRNA	ENSG00000203709.11	lncRNA	many-to-many
ENSMUSG00000040139.14	pc	ENSG00000237489.3	pc	one-to-one
ENSMUSG00000102758.3	pc	ENSG00000177694.15	pc	one-to-one
ENSMUSG00000023151.9	pc	ENSG00000147606.8	pc	many-to-many
ENSMUSG00000027429.16	pc	ENSG00000101310.14	pc	one-to-one
ENSMUSG00000030059.15	pc	ENSG00000262235.2	other	one-to-many
ENSMUSG00000081164.1	other	ENSG00000224004.2	other	one-to-many
ENSMUSG00000039497.8	pc	ENSG00000111817.16	pc	many-to-many
ENSMUSG00000062421.13	pc	ENSG00000228696.8	pc	many-to-many
ENSMUSG00000002814.15	pc	ENSG00000177302.14	pc	one-to-one
ENSMUSG00000028896.13	pc	ENSG00000242125.3	lncRNA	many-to-many
ENSMUSG00000099507.1	other	ENSG00000100294.12	pc	one-to-many
ENSMUSG00000068457.14	pc	ENSG00000183878.15	pc	many-to-many
ENSMUSG00000022884.14	pc	ENSG00000202434.1	ncRNA	many-to-many
ENSMUSG00000006191.17	pc	ENSG00000145996.11	pc	one-to-one
ENSMUSG00000029477.14	pc	ENSG00000139714.12	pc	one-to-one
ENSMUSG00000060508.16	pc	ENSG00000177447.6	other	many-to-many
ENSMUSG00000026094.14	pc	ENSG00000081320.10	pc	one-to-many
ENSMUSG00000084177.1	other	ENSG00000214389.2	other	one-to-many
ENSMUSG00000033044.12	pc	ENSG00000278944.1	lncRNA	many-to-many
ENSMUSG00000104171.1	other	ENSG00000218283.2	other	one-to-many
ENSMUSG00000035585.16	pc	ENSG00000170892.10	pc	one-to-many
ENSMUSG00000025724.12	pc	ENSG00000197696.9	pc	many-to-many
ENSMUSG00000027445.3	pc	ENSG00000204658.5	other	one-to-many
ENSMUSG00000098744.1	other	ENSG00000153201.15	pc	one-to-many
ENSMUSG00000106109.1	lncRNA	ENSG00000224235.1	lncRNA	one-to-many
ENSMUSG00000086941.1	other	ENSG00000196826.7	pc	many-to-many
ENSMUSG00000100842.1	other	ENSG00000251728.1	ncRNA	many-to-many
ENSMUSG00000106664.1	other	ENSG00000117519.15	pc	one-to-many
ENSMUSG00000113107.1	other	ENSG00000230330.1	other	one-to-many
ENSMUSG00000052675.11	pc	ENSG00000178665.14	pc	many-to-many
ENSMUSG00000065519.1	ncRNA	ENSG00000182742.5	pc	many-to-many
ENSMUSG00000081806.1	other	ENSG00000230198.1	other	many-to-many
ENSMUSG00000022370.13	pc	ENSG00000172172.7	pc	one-to-one
ENSMUSG00000015947.10	pc	ENSG00000181036.13	pc	many-to-many
ENSMUSG00000031996.17	pc	ENSG00000084234.16	pc	one-to-one
ENSMUSG00000026319.13	pc	ENSG00000235945.1	other	many-to-many
ENSMUSG00000030051.10	pc	ENSG00000169621.9	pc	one-to-many
ENSMUSG00000078901.8	pc	ENSG00000223547.9	pc	one-to-many
ENSMUSG00000101881.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000042148.8	pc	ENSG00000228330.1	other	one-to-many
ENSMUSG00000074646.10	pc	ENSG00000125975.13	pc	many-to-many
ENSMUSG00000094002.3	lncRNA	ENSG00000232044.6	lncRNA	one-to-one
ENSMUSG00000039983.13	pc	ENSG00000128891.15	pc	one-to-many
ENSMUSG00000030617.13	pc	ENSG00000150676.12	pc	one-to-one
ENSMUSG00000070799.4	pc	ENSG00000105352.10	pc	many-to-many
ENSMUSG00000097713.1	other	ENSG00000250130.1	other	one-to-many
ENSMUSG00000030616.15	pc	ENSG00000137501.17	pc	one-to-one
ENSMUSG00000077689.1	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000056019.12	pc	ENSG00000242852.6	pc	many-to-many
ENSMUSG00000095432.9	pc	ENSG00000216824.2	other	many-to-many
ENSMUSG00000045639.14	pc	ENSG00000268230.5	lncRNA	many-to-many
ENSMUSG00000081576.1	other	ENSG00000067334.13	pc	one-to-many
ENSMUSG00000082148.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000098664.1	ncRNA	ENSG00000255794.7	lncRNA	many-to-many
ENSMUSG00000102310.1	lncRNA	ENSG00000257194.2	lncRNA	one-to-one
ENSMUSG00000093981.1	ncRNA	ENSG00000200726.1	ncRNA	one-to-many
ENSMUSG00000043549.13	pc	ENSG00000165182.10	pc	many-to-many
ENSMUSG00000093801.2	other	ENSG00000211803.2	other	one-to-many
ENSMUSG00000071078.6	pc	ENSG00000184162.14	pc	one-to-one
ENSMUSG00000029153.11	pc	ENSG00000145247.11	pc	one-to-many
ENSMUSG00000084133.1	other	ENSG00000134057.14	pc	one-to-many
ENSMUSG00000022544.13	pc	ENSG00000186234.7	other	many-to-many
ENSMUSG00000029699.13	pc	ENSG00000146700.8	pc	one-to-one
ENSMUSG00000023755.9	pc	ENSG00000167550.10	pc	one-to-one
ENSMUSG00000066116.3	other	ENSG00000239686.1	other	many-to-many
ENSMUSG00000003363.15	pc	ENSG00000279759.1	lncRNA	one-to-many
ENSMUSG00000079067.5	other	ENSG00000230330.1	other	many-to-many
ENSMUSG00000100389.1	other	ENSG00000004534.14	pc	one-to-many
ENSMUSG00000076572.6	other	ENSG00000270252.1	other	many-to-many
ENSMUSG00000110829.1	other	ENSG00000274319.1	other	many-to-many
ENSMUSG00000027186.14	pc	ENSG00000135374.9	pc	one-to-one
ENSMUSG00000051276.4	pc	ENSG00000169717.6	pc	one-to-many
ENSMUSG00000045232.4	pc	ENSG00000171136.6	pc	one-to-one
ENSMUSG00000060600.15	pc	ENSG00000108515.17	pc	one-to-many
ENSMUSG00000082217.1	other	ENSG00000170260.8	pc	one-to-many
ENSMUSG00000016541.9	pc	ENSG00000130638.16	pc	one-to-many
ENSMUSG00000049336.16	pc	ENSG00000145934.16	pc	one-to-one
ENSMUSG00000028233.6	pc	ENSG00000137574.10	pc	one-to-many
ENSMUSG00000094476.1	ncRNA	ENSG00000201482.1	ncRNA	many-to-many
ENSMUSG00000043410.16	pc	ENSG00000162669.15	pc	one-to-many
ENSMUSG00000033883.11	pc	ENSG00000184635.15	pc	many-to-many
ENSMUSG00000022885.15	pc	ENSG00000073849.14	pc	one-to-many
ENSMUSG00000087624.1	lncRNA	ENSG00000203999.8	lncRNA	one-to-many
ENSMUSG00000021703.9	pc	ENSG00000164300.16	pc	one-to-one
ENSMUSG00000104627.1	ncRNA	ENSG00000213212.3	other	many-to-many
ENSMUSG00000020681.14	pc	ENSG00000264813.6	pc	many-to-many
ENSMUSG00000079324.11	pc	ENSG00000159712.10	other	many-to-many
ENSMUSG00000018909.15	pc	ENSG00000137486.16	pc	one-to-many
ENSMUSG00000061246.6	other	ENSG00000180016.2	pc	one-to-many
ENSMUSG00000022808.4	pc	ENSG00000114520.10	pc	one-to-many
ENSMUSG00000023284.15	pc	ENSG00000072609.17	pc	many-to-many
ENSMUSG00000031340.8	pc	ENSG00000102287.18	pc	one-to-many
ENSMUSG00000082319.3	other	ENSG00000226444.2	other	many-to-many
ENSMUSG00000039275.9	pc	ENSG00000141568.20	pc	one-to-one
ENSMUSG00000081559.3	other	ENSG00000220842.6	other	many-to-many
ENSMUSG00000102918.1	pc	ENSG00000253537.2	pc	many-to-many
ENSMUSG00000062691.10	pc	ENSG00000218739.9	pc	one-to-one
ENSMUSG00000101715.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000083038.1	other	ENSG00000201544.1	ncRNA	many-to-many
ENSMUSG00000052299.8	pc	ENSG00000198862.13	pc	one-to-one
ENSMUSG00000088781.1	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000077268.1	ncRNA	ENSG00000233016.6	lncRNA	many-to-many
ENSMUSG00000004947.15	pc	ENSG00000265479.6	lncRNA	many-to-many
ENSMUSG00000028484.16	pc	ENSG00000224667.1	other	many-to-many
ENSMUSG00000091474.2	pc	ENSG00000152926.14	pc	many-to-many
ENSMUSG00000081410.1	other	ENSG00000225198.1	other	many-to-many
ENSMUSG00000081491.1	other	ENSG00000241334.2	other	many-to-many
ENSMUSG00000028247.2	pc	ENSG00000132423.11	pc	one-to-one
ENSMUSG00000045493.4	pc	ENSG00000125533.5	pc	one-to-one
ENSMUSG00000080998.1	other	ENSG00000228861.5	other	many-to-many
ENSMUSG00000102697.1	pc	ENSG00000204965.8	pc	many-to-many
ENSMUSG00000067482.2	other	ENSG00000172769.3	pc	one-to-many
ENSMUSG00000003354.5	pc	ENSG00000139537.10	pc	one-to-many
ENSMUSG00000032549.7	pc	ENSG00000154917.10	pc	many-to-many
ENSMUSG00000023020.2	pc	ENSG00000178449.8	pc	one-to-many
ENSMUSG00000044814.6	pc	ENSG00000231548.2	other	one-to-many
ENSMUSG00000026526.14	pc	ENSG00000242110.7	pc	many-to-many
ENSMUSG00000004929.12	pc	ENSG00000172009.14	pc	one-to-one
ENSMUSG00000099845.1	other	ENSG00000213399.3	other	one-to-many
ENSMUSG00000083101.1	other	ENSG00000224104.1	other	many-to-many
ENSMUSG00000084377.1	other	ENSG00000132950.18	pc	one-to-many
ENSMUSG00000046756.10	pc	ENSG00000256627.1	other	many-to-many
ENSMUSG00000081557.2	other	ENSG00000276390.1	lncRNA	many-to-many
ENSMUSG00000091534.2	other	ENSG00000103490.13	pc	many-to-many
ENSMUSG00000042184.11	pc	ENSG00000247213.6	lncRNA	one-to-one
ENSMUSG00000115122.1	lncRNA	ENSG00000154162.14	pc	one-to-many
ENSMUSG00000110113.1	other	ENSG00000237083.1	other	one-to-many
ENSMUSG00000093861.2	other	ENSG00000211623.2	other	many-to-many
ENSMUSG00000083707.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000004654.6	pc	ENSG00000106128.18	pc	one-to-one
ENSMUSG00000064563.1	ncRNA	ENSG00000206913.1	ncRNA	many-to-many
ENSMUSG00000027102.4	pc	ENSG00000175879.8	pc	one-to-one
ENSMUSG00000114713.1	other	ENSG00000281087.1	other	one-to-many
ENSMUSG00000082016.3	other	ENSG00000225639.1	other	many-to-many
ENSMUSG00000098236.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000044268.4	other	ENSG00000244130.1	other	many-to-many
ENSMUSG00000037689.6	pc	ENSG00000284701.1	pc	one-to-many
ENSMUSG00000063362.13	pc	ENSG00000253710.2	pc	many-to-many
ENSMUSG00000027718.8	pc	ENSG00000138684.7	pc	one-to-one
ENSMUSG00000071645.5	pc	ENSG00000255508.7	pc	many-to-many
ENSMUSG00000024069.12	pc	ENSG00000152683.14	pc	one-to-many
ENSMUSG00000038845.11	pc	ENSG00000167085.11	pc	one-to-many
ENSMUSG00000050288.6	pc	ENSG00000180340.6	pc	one-to-one
ENSMUSG00000022283.15	pc	ENSG00000239443.1	other	many-to-many
ENSMUSG00000115351.1	other	ENSG00000225357.3	other	one-to-many
ENSMUSG00000077703.1	ncRNA	ENSG00000212589.1	ncRNA	one-to-many
ENSMUSG00000022148.16	pc	ENSG00000230224.1	other	many-to-many
ENSMUSG00000074121.3	pc	ENSG00000267099.1	other	one-to-many
ENSMUSG00000114184.1	other	ENSG00000213399.3	other	many-to-many
ENSMUSG00000046697.16	pc	ENSG00000255549.2	other	one-to-many
ENSMUSG00000080917.2	other	ENSG00000187116.13	pc	many-to-many
ENSMUSG00000099901.1	other	ENSG00000100426.6	pc	one-to-many
ENSMUSG00000018102.5	pc	ENSG00000180596.7	pc	one-to-many
ENSMUSG00000027157.10	pc	ENSG00000196604.12	pc	many-to-many
ENSMUSG00000040018.9	pc	ENSG00000014919.12	pc	one-to-one
ENSMUSG00000115501.1	other	ENSG00000224219.1	other	one-to-many
ENSMUSG00000066896.6	pc	ENSG00000163331.11	pc	many-to-many
ENSMUSG00000025422.9	pc	ENSG00000261011.1	other	many-to-many
ENSMUSG00000058447.8	pc	ENSG00000198182.12	pc	many-to-many
ENSMUSG00000094737.1	other	ENSG00000139684.13	pc	one-to-many
ENSMUSG00000040146.9	pc	ENSG00000205517.12	pc	one-to-one
ENSMUSG00000110638.1	lncRNA	ENSG00000166546.13	pc	one-to-many
ENSMUSG00000020720.13	pc	ENSG00000197170.9	pc	many-to-many
ENSMUSG00000042821.7	pc	ENSG00000124216.3	pc	one-to-many
ENSMUSG00000103793.1	pc	ENSG00000276547.1	pc	many-to-many
ENSMUSG00000100648.1	other	ENSG00000219470.1	other	one-to-many
ENSMUSG00000070287.3	pc	ENSG00000168917.8	pc	one-to-one
ENSMUSG00000071691.11	pc	ENSG00000173715.15	pc	many-to-many
ENSMUSG00000058927.5	pc	ENSG00000255379.1	other	many-to-many
ENSMUSG00000002804.4	pc	ENSG00000257622.1	lncRNA	many-to-many
ENSMUSG00000028668.5	pc	ENSG00000235640.1	other	many-to-many
ENSMUSG00000031993.7	pc	ENSG00000120451.10	pc	one-to-many
ENSMUSG00000093950.2	pc	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000093741.1	other	ENSG00000174469.19	pc	one-to-many
ENSMUSG00000103658.1	other	ENSG00000224837.1	other	many-to-many
ENSMUSG00000060988.12	pc	ENSG00000144278.14	pc	one-to-one
ENSMUSG00000067547.6	other	ENSG00000227621.1	other	many-to-many
ENSMUSG00000041620.8	pc	ENSG00000196611.4	pc	one-to-many
ENSMUSG00000083832.1	other	ENSG00000270868.1	other	many-to-many
ENSMUSG00000089782.1	other	ENSG00000258282.2	other	many-to-many
ENSMUSG00000095440.2	pc	ENSG00000261308.2	pc	one-to-one
ENSMUSG00000099689.6	pc	ENSG00000266806.1	other	many-to-many
ENSMUSG00000044072.14	pc	ENSG00000214595.11	pc	one-to-many
ENSMUSG00000029752.12	pc	ENSG00000070669.16	pc	many-to-many
ENSMUSG00000109077.1	other	ENSG00000207217.1	ncRNA	many-to-many
ENSMUSG00000079419.4	pc	ENSG00000110077.14	pc	many-to-many
ENSMUSG00000025066.9	pc	ENSG00000156384.14	pc	one-to-many
ENSMUSG00000106303.1	other	ENSG00000135220.10	pc	many-to-many
ENSMUSG00000037720.16	pc	ENSG00000109133.12	pc	one-to-one
ENSMUSG00000072945.3	pc	ENSG00000147223.5	pc	one-to-one
ENSMUSG00000034252.14	pc	ENSG00000216687.2	other	one-to-many
ENSMUSG00000071984.10	pc	ENSG00000235086.1	lncRNA	one-to-many
ENSMUSG00000038119.15	pc	ENSG00000233275.1	other	many-to-many
ENSMUSG00000006519.11	pc	ENSG00000051523.10	pc	one-to-one
ENSMUSG00000049119.14	pc	ENSG00000169122.11	pc	one-to-one
ENSMUSG00000038224.12	pc	ENSG00000167711.13	pc	one-to-one
ENSMUSG00000001833.17	pc	ENSG00000240651.1	other	many-to-many
ENSMUSG00000034379.8	pc	ENSG00000196981.3	pc	one-to-many
ENSMUSG00000029082.17	pc	ENSG00000237765.6	pc	one-to-many
ENSMUSG00000075572.1	pc	ENSG00000254700.1	other	one-to-many
ENSMUSG00000114168.1	lncRNA	ENSG00000248356.1	lncRNA	one-to-many
ENSMUSG00000000606.16	pc	ENSG00000226348.1	other	one-to-many
ENSMUSG00000062758.6	other	ENSG00000230507.5	other	many-to-many
ENSMUSG00000094080.3	pc	ENSG00000269552.1	other	many-to-many
ENSMUSG00000090001.1	other	ENSG00000226084.5	other	one-to-many
ENSMUSG00000079395.3	pc	ENSG00000102021.10	pc	one-to-many
ENSMUSG00000059623.6	pc	ENSG00000188000.4	pc	many-to-many
ENSMUSG00000065878.1	ncRNA	ENSG00000142541.16	pc	many-to-many
ENSMUSG00000062896.3	other	ENSG00000241853.1	other	many-to-many
ENSMUSG00000014748.13	pc	ENSG00000144043.11	pc	one-to-many
ENSMUSG00000065569.2	ncRNA	ENSG00000225206.8	lncRNA	many-to-many
ENSMUSG00000009281.6	pc	ENSG00000283123.1	other	one-to-many
ENSMUSG00000112858.2	pc	ENSG00000215277.8	pc	one-to-one
ENSMUSG00000075046.7	pc	ENSG00000280757.1	other	one-to-many
ENSMUSG00000104599.1	ncRNA	ENSG00000267336.1	other	many-to-many
ENSMUSG00000032925.16	pc	ENSG00000276012.1	lncRNA	many-to-many
ENSMUSG00000029235.14	pc	ENSG00000228610.1	other	one-to-many
ENSMUSG00000082554.1	other	ENSG00000213606.3	other	many-to-many
ENSMUSG00000088372.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000083367.1	other	ENSG00000260290.2	other	many-to-many
ENSMUSG00000059218.14	pc	ENSG00000204478.9	pc	many-to-many
ENSMUSG00000001441.13	pc	ENSG00000274487.1	other	one-to-many
ENSMUSG00000047735.14	pc	ENSG00000205413.7	pc	one-to-many
ENSMUSG00000092072.3	other	ENSG00000226209.1	other	many-to-many
ENSMUSG00000066750.3	pc	ENSG00000170953.3	pc	many-to-many
ENSMUSG00000006576.16	pc	ENSG00000267919.1	lncRNA	one-to-many
ENSMUSG00000047446.18	pc	ENSG00000231395.1	other	many-to-many
ENSMUSG00000024096.16	pc	ENSG00000238029.1	other	one-to-many
ENSMUSG00000030393.8	pc	ENSG00000171649.11	pc	many-to-many
ENSMUSG00000034239.14	pc	ENSG00000273609.1	other	many-to-many
ENSMUSG00000091957.3	other	ENSG00000179157.4	other	many-to-many
ENSMUSG00000000248.16	pc	ENSG00000256594.8	other	many-to-many
ENSMUSG00000030779.15	pc	ENSG00000122257.18	pc	many-to-many
ENSMUSG00000030207.15	pc	ENSG00000084444.13	pc	one-to-one
ENSMUSG00000028211.11	pc	ENSG00000164938.13	pc	one-to-one
ENSMUSG00000048701.13	pc	ENSG00000108091.10	pc	one-to-one
ENSMUSG00000054582.4	pc	ENSG00000101104.12	pc	one-to-one
ENSMUSG00000090138.2	other	ENSG00000213148.3	other	one-to-many
ENSMUSG00000060510.14	pc	ENSG00000171466.9	pc	many-to-many
ENSMUSG00000056962.11	pc	ENSG00000274051.1	ncRNA	many-to-many
ENSMUSG00000002015.5	pc	ENSG00000185825.15	pc	one-to-many
ENSMUSG00000018196.18	pc	ENSG00000023572.8	pc	one-to-one
ENSMUSG00000021096.11	pc	ENSG00000250483.1	other	many-to-many
ENSMUSG00000103939.1	other	ENSG00000233447.1	other	one-to-many
ENSMUSG00000087908.1	ncRNA	ENSG00000233016.6	lncRNA	many-to-many
ENSMUSG00000082400.1	other	ENSG00000224219.1	other	one-to-many
ENSMUSG00000106240.1	other	ENSG00000236152.1	other	one-to-many
ENSMUSG00000019737.14	pc	ENSG00000181392.14	pc	many-to-many
ENSMUSG00000038252.13	pc	ENSG00000239002.3	ncRNA	many-to-many
ENSMUSG00000068113.6	pc	ENSG00000135269.17	pc	one-to-many
ENSMUSG00000083888.1	other	ENSG00000165644.10	pc	one-to-many
ENSMUSG00000083834.1	other	ENSG00000111011.17	pc	many-to-many
ENSMUSG00000051034.7	pc	ENSG00000228764.1	other	many-to-many
ENSMUSG00000022683.13	pc	ENSG00000277770.1	other	many-to-many
ENSMUSG00000047213.14	pc	ENSG00000243072.1	other	one-to-many
ENSMUSG00000073927.6	pc	ENSG00000181616.9	pc	many-to-many
ENSMUSG00000024799.14	pc	ENSG00000149809.14	pc	many-to-many
ENSMUSG00000087166.9	pc	ENSG00000240563.1	pc	one-to-many
ENSMUSG00000024254.15	pc	ENSG00000143921.6	pc	one-to-one
ENSMUSG00000073198.5	other	ENSG00000104765.15	pc	one-to-many
ENSMUSG00000086409.3	other	ENSG00000183386.9	pc	one-to-many
ENSMUSG00000046962.15	pc	ENSG00000173276.13	pc	one-to-one
ENSMUSG00000070737.10	pc	ENSG00000241014.1	lncRNA	many-to-many
ENSMUSG00000101841.1	other	ENSG00000102978.12	pc	many-to-many
ENSMUSG00000038544.14	pc	ENSG00000282855.1	other	one-to-many
ENSMUSG00000082457.1	other	ENSG00000206693.1	ncRNA	many-to-many
ENSMUSG00000042672.15	pc	ENSG00000143537.13	pc	many-to-many
ENSMUSG00000091059.1	pc	ENSG00000226348.1	other	one-to-many
ENSMUSG00000075296.4	pc	ENSG00000132746.14	pc	many-to-many
ENSMUSG00000031877.9	pc	ENSG00000172831.11	pc	many-to-many
ENSMUSG00000039539.13	pc	ENSG00000185053.13	pc	one-to-one
ENSMUSG00000067942.5	pc	ENSG00000198464.13	pc	many-to-many
ENSMUSG00000042439.12	pc	ENSG00000235721.1	other	one-to-many
ENSMUSG00000028124.15	pc	ENSG00000023909.9	pc	many-to-many
ENSMUSG00000101607.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000097565.1	pc	ENSG00000152926.14	pc	many-to-many
ENSMUSG00000111711.1	pc	ENSG00000280314.3	other	one-to-many
ENSMUSG00000098246.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000052133.16	pc	ENSG00000082684.14	pc	one-to-one
ENSMUSG00000022683.13	pc	ENSG00000257506.1	other	many-to-many
ENSMUSG00000057439.12	pc	ENSG00000104970.10	pc	many-to-many
ENSMUSG00000035378.17	pc	ENSG00000144736.13	pc	one-to-many
ENSMUSG00000089415.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000085107.3	other	ENSG00000135269.17	pc	one-to-many
ENSMUSG00000094723.1	ncRNA	ENSG00000199968.1	ncRNA	many-to-many
ENSMUSG00000031022.15	pc	ENSG00000176029.13	pc	one-to-one
ENSMUSG00000090465.1	other	ENSG00000164104.11	pc	one-to-many
ENSMUSG00000031751.14	pc	ENSG00000159461.14	pc	one-to-one
ENSMUSG00000103472.1	pc	ENSG00000240764.3	pc	many-to-many
ENSMUSG00000030282.14	pc	ENSG00000111726.12	pc	one-to-one
ENSMUSG00000054716.4	pc	ENSG00000179965.11	pc	one-to-one
ENSMUSG00000028140.13	pc	ENSG00000249602.1	lncRNA	many-to-many
ENSMUSG00000098043.1	other	ENSG00000237279.2	other	many-to-many
ENSMUSG00000042079.13	pc	ENSG00000169813.16	pc	one-to-many
ENSMUSG00000052139.18	pc	ENSG00000158019.20	pc	many-to-many
ENSMUSG00000093813.5	other	ENSG00000211787.1	other	one-to-many
ENSMUSG00000095826.1	other	ENSG00000213442.5	other	one-to-many
ENSMUSG00000052675.11	pc	ENSG00000263002.7	pc	many-to-many
ENSMUSG00000112105.1	other	ENSG00000115758.12	pc	one-to-many
ENSMUSG00000087816.1	ncRNA	ENSG00000207274.1	ncRNA	one-to-many
ENSMUSG00000035403.10	pc	ENSG00000148204.11	pc	one-to-many
ENSMUSG00000021638.12	pc	ENSG00000197822.10	pc	one-to-many
ENSMUSG00000081721.3	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000047696.16	pc	ENSG00000278381.1	other	many-to-many
ENSMUSG00000031481.8	pc	ENSG00000253771.5	other	many-to-many
ENSMUSG00000081734.1	other	ENSG00000231684.3	other	one-to-many
ENSMUSG00000017316.13	pc	ENSG00000265060.1	other	one-to-many
ENSMUSG00000053490.8	pc	ENSG00000223558.1	other	many-to-many
ENSMUSG00000113923.1	other	ENSG00000229054.1	other	one-to-many
ENSMUSG00000021112.9	pc	ENSG00000072415.8	pc	one-to-one
ENSMUSG00000083128.1	other	ENSG00000270992.1	other	many-to-many
ENSMUSG00000052397.8	pc	ENSG00000243635.1	other	many-to-many
ENSMUSG00000057762.6	pc	ENSG00000102007.10	pc	many-to-many
ENSMUSG00000097970.1	lncRNA	ENSG00000199094.3	ncRNA	one-to-many
ENSMUSG00000106267.1	other	ENSG00000220842.6	other	one-to-many
ENSMUSG00000115629.1	other	ENSG00000264168.2	other	one-to-many
ENSMUSG00000030510.11	pc	ENSG00000154227.13	pc	one-to-one
ENSMUSG00000082481.1	other	ENSG00000213087.3	other	many-to-many
ENSMUSG00000106866.1	other	ENSG00000221843.4	pc	one-to-many
ENSMUSG00000105704.1	lncRNA	ENSG00000083896.12	pc	one-to-many
ENSMUSG00000074272.10	pc	ENSG00000204941.13	pc	many-to-many
ENSMUSG00000096517.1	other	ENSG00000230331.1	other	many-to-many
ENSMUSG00000022156.8	pc	ENSG00000100450.12	pc	one-to-many
ENSMUSG00000110055.1	other	ENSG00000215267.8	other	many-to-many
ENSMUSG00000096129.2	other	ENSG00000211798.3	other	many-to-many
