Gene ID	Symbol	Conservation (age)	Expression Capacity	Featured Expression	Featured Methylation	Variation (disease/trait-association)	Interaction	Small Protein
HSALNG0012509	-	4. Hominidae	MC	-	yes	yes	-	-
HSALNG0111041	-	1. Homo	NE	-	yes	yes	yes	-
HSALNG0111407	-	14. Mammalia	LC	-	yes	yes	-	-
HSALNG0013508	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0111776	-	15. Amniota	HC	yes	-	yes	-	-
HSALNG0112186	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0014255	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0014615	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0112950	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0015350	-	16. Tetrapoda	NE	-	-	yes	-	yes
HSALNG0113645	-	6. Catarrhini	HC	yes	-	yes	-	-
HSALNG0015710	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0114000	-	13. Theria	MC	-	-	yes	-	-
HSALNG0016101	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0016947	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0115162	-	13. Theria	HC	-	-	yes	-	-
HSALNG0017697	-	1. Homo	HC	-	-	yes	-	-
HSALNG0115887	-	11. Boreoeutheria	MC	-	yes	yes	-	-
HSALNG0019247	-	12. Eutheria	MC	yes	yes	yes	-	-
HSALNG0117736	-	14. Mammalia	LC	-	-	yes	-	-
HSALNG0020020	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0118135	-	15. Amniota	HC	yes	yes	yes	yes	-
HSALNG0020417	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0118522	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0020755	-	1. Homo	MC	yes	-	yes	-	-
HSALNG0118884	-	15. Amniota	HC	-	-	yes	-	-
HSALNG0119225	-	4. Hominidae	MC	-	-	yes	-	-
HSALNG0119896	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0022375	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0145438	-	3. Homininae	MC	-	-	yes	-	-
HSALNG0023210	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0146762	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0023903	-	16. Tetrapoda	MC	yes	-	yes	-	-
HSALNG0121749	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0024287	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0122121	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0024649	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0122476	-	16. Tetrapoda	HC	yes	-	yes	-	-
HSALNG0147806	-	11. Boreoeutheria	NE	-	-	yes	-	-
HSALNG0123524	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0123931	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0145860	-	14. Mammalia	MC	yes	-	yes	-	-
HSALNG0026967	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0145694	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0027331	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0028180	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0125806	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0028565	-	12. Eutheria	HC	yes	-	yes	-	yes
HSALNG0029345	-	16. Tetrapoda	MC	yes	-	yes	-	-
HSALNG0126970	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0029716	-	3. Homininae	HC	yes	yes	yes	-	-
HSALNG0030592	-	10. Euarchontoglires	HC	yes	-	yes	-	-
HSALNG0128481	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0146945	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0032499	-	2. Hominini	HC	yes	-	yes	-	-
HSALNG0032849	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0130709	-	12. Eutheria	HC	-	yes	yes	-	-
HSALNG0033558	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0131435	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0034761	-	6. Catarrhini	LC	-	-	yes	-	-
HSALNG0035598	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0035945	-	13. Theria	HC	yes	yes	yes	-	-
HSALNG0133093	-	14. Mammalia	LC	-	-	yes	-	-
HSALNG0036734	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0133788	-	1. Homo	MC	-	-	yes	-	-
HSALNG0037979	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0147395	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0038377	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0148506	-	1. Homo	MC	yes	-	yes	-	-
HSALNG0135648	-	15. Amniota	NE	-	-	yes	-	yes
HSALNG0136013	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0039467	-	3. Homininae	NE	-	-	yes	-	-
HSALNG0136322	-	15. Amniota	MC	-	-	yes	-	yes
HSALNG0040203	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0040644	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0148837	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0137868	-	14. Mammalia	MC	-	yes	yes	-	-
HSALNG0041529	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0138334	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0042367	-	13. Theria	MC	-	-	yes	-	-
HSALNG0042683	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0043106	-	13. Theria	LC	-	-	yes	-	-
HSALNG0044004	-	13. Theria	MC	-	-	yes	-	-
HSALNG0044384	-	16. Tetrapoda	NE	-	-	yes	-	yes
HSALNG0044780	-	16. Tetrapoda	MC	yes	-	yes	-	yes
HSALNG0045157	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0045521	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0046985	-	7. Simiiformes	HC	yes	yes	yes	yes	-
HSALNG0047323	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0047595	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0048260	-	6. Catarrhini	NE	-	-	yes	-	-
HSALNG0049699	-	15. Amniota	HC	-	-	yes	-	-
HSALNG0050032	-	16. Tetrapoda	HC	-	yes	yes	-	-
HSALNG0050389	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0050853	-	12. Eutheria	MC	yes	yes	yes	-	-
HSALNG0051268	-	14. Mammalia	HC	yes	yes	yes	-	-
HSALNG0051706	-	13. Theria	MC	-	-	yes	-	-
HSALNG0052130	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0053347	-	15. Amniota	MC	-	yes	yes	-	-
HSALNG0054471	-	13. Theria	MC	-	-	yes	-	yes
HSALNG0054852	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0056313	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0056695	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0057421	-	17. Euteleostomi	LC	-	-	yes	-	yes
HSALNG0057797	-	7. Simiiformes	LC	-	-	yes	-	-
HSALNG0059318	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0060127	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0060545	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0060939	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0061327	-	16. Tetrapoda	MC	yes	-	yes	-	-
HSALNG0061704	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0149837	-	13. Theria	MC	-	-	yes	-	-
HSALNG0062803	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0064672	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0065906	-	12. Eutheria	HC	yes	-	yes	-	yes
HSALNG0066358	-	16. Tetrapoda	HC	yes	-	yes	-	-
HSALNG0067608	-	13. Theria	HC	yes	yes	yes	-	yes
HSALNG0068469	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0068857	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0069212	-	2. Hominini	LC	-	-	yes	-	-
HSALNG0069567	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0069995	-	13. Theria	HC	-	yes	yes	-	-
HSALNG0070381	-	7. Simiiformes	MC	yes	-	yes	-	yes
HSALNG0071150	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0071856	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0072247	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0072653	-	3. Homininae	MC	-	yes	yes	-	-
HSALNG0150936	-	4. Hominidae	MC	-	-	yes	-	-
HSALNG0150964	-	11. Boreoeutheria	HC	-	yes	yes	-	-
HSALNG0074103	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0076886	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0077280	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0078427	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0142820	-	11. Boreoeutheria	HC	yes	-	yes	-	-
HSALNG0079930	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0081019	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0142677	-	1. Homo	MC	-	-	yes	-	-
HSALNG0081674	-	1. Homo	HC	-	-	yes	-	-
HSALNG0083936	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0143184	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0084762	-	17. Euteleostomi	MC	-	-	yes	-	yes
HSALNG0085144	-	14. Mammalia	HC	yes	yes	yes	-	-
HSALNG0085504	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0086766	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0143261	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0088030	-	11. Boreoeutheria	HC	yes	-	yes	-	-
HSALNG0088401	-	1. Homo	HC	-	-	yes	-	-
HSALNG0088753	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0089509	-	13. Theria	LC	-	-	yes	-	-
HSALNG0089953	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0090363	-	4. Hominidae	HC	yes	-	yes	-	-
HSALNG0091991	-	14. Mammalia	MC	-	yes	yes	-	-
HSALNG0143456	-	15. Amniota	LC	-	yes	yes	-	yes
HSALNG0093218	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0143717	-	14. Mammalia	HC	yes	-	yes	-	-
HSALNG0096410	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0096779	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0097153	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0097569	-	13. Theria	NE	-	yes	yes	-	-
HSALNG0000884	-	13. Theria	HC	-	yes	yes	-	-
HSALNG0001217	-	2. Hominini	HC	yes	-	yes	-	-
HSALNG0099220	-	13. Theria	LC	-	-	yes	-	-
HSALNG0099578	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0002273	-	12. Eutheria	HC	-	yes	yes	-	-
HSALNG0100381	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0144080	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0102056	-	15. Amniota	NE	-	-	yes	-	yes
HSALNG0102441	-	15. Amniota	NE	-	-	yes	-	yes
HSALNG0102836	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0004890	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0103231	-	1. Homo	MC	yes	-	yes	-	-
HSALNG0005321	-	15. Amniota	HC	-	-	yes	-	yes
HSALNG0103634	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0005689	-	14. Mammalia	NE	-	-	yes	-	-
HSALNG0006067	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0105102	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0105529	-	14. Mammalia	HC	yes	-	yes	-	yes
HSALNG0007534	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0106311	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0107455	-	14. Mammalia	NE	-	-	yes	-	yes
HSALNG0009536	-	13. Theria	MC	-	-	yes	-	-
HSALNG0107799	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0144446	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0010310	-	16. Tetrapoda	MC	yes	-	yes	-	-
HSALNG0108470	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0010693	-	13. Theria	MC	yes	yes	yes	-	-
HSALNG0108825	-	13. Theria	HC	-	-	yes	-	-
HSALNG0011437	-	3. Homininae	MC	yes	-	yes	-	-
HSALNG0011850	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0146003	-	5. Hominoidea	MC	yes	-	yes	-	-
HSALNG0111043	-	3. Homininae	MC	-	yes	yes	-	-
HSALNG0146028	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0111777	-	13. Theria	MC	-	-	yes	-	-
HSALNG0112951	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0113309	-	1. Homo	MC	yes	-	yes	-	-
HSALNG0016531	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0114766	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0115561	-	14. Mammalia	HC	-	yes	yes	-	-
HSALNG0116259	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0018523	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0117737	-	14. Mammalia	LC	-	-	yes	-	-
HSALNG0146655	-	1. Homo	MC	-	yes	yes	-	-
HSALNG0020756	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0021166	-	13. Theria	HC	-	-	yes	-	-
HSALNG0119227	-	13. Theria	NE	-	-	yes	-	-
HSALNG0119548	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0021964	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0119898	-	7. Simiiformes	LC	-	-	yes	-	-
HSALNG0022376	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0120605	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0120999	-	13. Theria	MC	-	-	yes	-	-
HSALNG0023554	-	12. Eutheria	MC	-	-	yes	yes	-
HSALNG0121392	-	16. Tetrapoda	HC	yes	-	yes	-	-
HSALNG0121750	-	13. Theria	HC	-	yes	yes	-	-
HSALNG0147463	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0024656	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0025039	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0123525	-	14. Mammalia	MC	yes	-	yes	-	yes
HSALNG0026256	-	17. Euteleostomi	MC	-	-	yes	-	yes
HSALNG0123933	-	3. Homininae	HC	-	yes	yes	-	-
HSALNG0124303	-	14. Mammalia	NE	-	-	yes	-	yes
HSALNG0026968	-	14. Mammalia	HC	yes	-	yes	-	-
HSALNG0124638	-	15. Amniota	HC	-	-	yes	-	-
HSALNG0027332	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0027752	-	13. Theria	HC	yes	yes	yes	-	-
HSALNG0028181	-	13. Theria	HC	-	-	yes	-	-
HSALNG0126184	-	13. Theria	MC	-	-	yes	-	-
HSALNG0028938	-	1. Homo	NE	-	-	yes	-	-
HSALNG0145949	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0029718	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0127345	-	1. Homo	MC	-	-	yes	-	-
HSALNG0147973	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0031375	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0129221	-	10. Euarchontoglires	MC	-	yes	yes	-	-
HSALNG0032127	-	13. Theria	MC	-	-	yes	-	-
HSALNG0129567	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0032500	-	1. Homo	HC	-	yes	yes	-	-
HSALNG0032850	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0130710	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0131068	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0131436	-	15. Amniota	HC	-	yes	yes	-	-
HSALNG0035220	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0132746	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0133095	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0036325	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0036735	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0037211	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0037601	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0134545	-	3. Homininae	HC	yes	-	yes	-	-
HSALNG0037980	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0134883	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0038378	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0038749	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0135650	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0039119	-	15. Amniota	NE	-	-	yes	-	yes
HSALNG0039468	-	11. Boreoeutheria	NE	-	-	yes	-	-
HSALNG0136673	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0040205	-	11. Boreoeutheria	MC	-	yes	yes	-	-
HSALNG0040646	-	16. Tetrapoda	MC	yes	yes	yes	-	-
HSALNG0148838	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0041531	-	11. Boreoeutheria	NE	-	yes	yes	-	-
HSALNG0148884	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0043109	-	13. Theria	MC	-	-	yes	-	-
HSALNG0148665	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0044005	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0044385	-	17. Euteleostomi	HC	yes	-	yes	yes	yes
HSALNG0044781	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0046305	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0046655	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0046986	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0048974	-	12. Eutheria	MC	-	yes	yes	-	yes
HSALNG0149398	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0149142	-	13. Theria	HC	yes	yes	yes	-	-
HSALNG0051269	-	13. Theria	MC	-	-	yes	-	-
HSALNG0051707	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0052548	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0149503	-	13. Theria	LC	-	yes	yes	-	-
HSALNG0053348	-	14. Mammalia	MC	yes	-	yes	-	-
HSALNG0053747	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0054114	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0054472	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0054853	-	4. Hominidae	HC	yes	-	yes	-	-
HSALNG0055502	-	13. Theria	NE	-	-	yes	-	-
HSALNG0149596	-	13. Theria	NE	-	-	yes	-	-
HSALNG0056696	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0057422	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0058180	-	10. Euarchontoglires	LC	-	-	yes	-	-
HSALNG0059741	-	16. Tetrapoda	NE	-	yes	yes	-	-
HSALNG0060940	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0062506	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0063149	-	13. Theria	HC	-	-	yes	-	-
HSALNG0063531	-	16. Tetrapoda	NE	-	-	yes	-	yes
HSALNG0064675	-	13. Theria	MC	-	-	yes	-	-
HSALNG0066360	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0066834	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0067247	-	16. Tetrapoda	HC	yes	-	yes	-	yes
HSALNG0067609	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0068057	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0068470	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0068858	-	13. Theria	HC	yes	yes	yes	-	-
HSALNG0070380	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0071151	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0071550	-	1. Homo	NE	-	yes	yes	-	-
HSALNG0071859	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0150653	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0072993	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0073345	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0074104	-	15. Amniota	HC	yes	-	yes	-	-
HSALNG0075483	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0076142	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0077626	-	11. Boreoeutheria	MC	yes	yes	yes	-	-
HSALNG0078020	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0078428	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0080294	-	12. Eutheria	NE	-	yes	yes	-	-
HSALNG0081021	-	12. Eutheria	LC	-	-	yes	-	yes
HSALNG0081358	-	15. Amniota	HC	-	-	yes	-	-
HSALNG0082049	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0082807	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0083566	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0084404	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0084763	-	17. Euteleostomi	HC	yes	-	yes	-	yes
HSALNG0085145	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0086325	-	12. Eutheria	MC	yes	yes	yes	-	-
HSALNG0086768	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0087225	-	13. Theria	MC	-	-	yes	-	-
HSALNG0087641	-	13. Theria	HC	-	-	yes	-	-
HSALNG0088033	-	16. Tetrapoda	HC	-	-	yes	-	-
HSALNG0089511	-	17. Euteleostomi	HC	yes	-	yes	-	-
HSALNG0090755	-	12. Eutheria	MC	-	-	yes	-	yes
HSALNG0091169	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0091572	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0091992	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0092804	-	15. Amniota	LC	-	yes	yes	-	-
HSALNG0094353	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0096411	-	12. Eutheria	MC	yes	yes	yes	-	-
HSALNG0000885	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0001583	-	7. Simiiformes	HC	-	-	yes	-	-
HSALNG0002275	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0002637	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0100769	-	14. Mammalia	HC	yes	-	yes	-	yes
HSALNG0003027	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0003411	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0101646	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0003759	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0004118	-	16. Tetrapoda	NE	-	yes	yes	-	yes
HSALNG0102442	-	13. Theria	MC	-	-	yes	-	-
HSALNG0004504	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0103234	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0103636	-	12. Eutheria	HC	yes	-	yes	-	yes
HSALNG0005690	-	11. Boreoeutheria	NE	-	yes	yes	-	-
HSALNG0104016	-	10. Euarchontoglires	MC	yes	-	yes	-	-
HSALNG0006068	-	16. Tetrapoda	LC	-	-	yes	-	-
HSALNG0104380	-	1. Homo	MC	-	-	yes	-	-
HSALNG0105103	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0105530	-	16. Tetrapoda	NE	-	-	yes	-	yes
HSALNG0008324	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0107063	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0009089	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0107457	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0107800	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0009922	-	16. Tetrapoda	NE	-	-	yes	-	yes
HSALNG0010311	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0010694	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0108828	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0109191	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0109567	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0011853	-	13. Theria	NE	-	yes	yes	-	-
HSALNG0109908	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0111044	-	1. Homo	HC	-	-	yes	-	-
HSALNG0146408	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0111783	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0013881	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0112952	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0146470	-	13. Theria	LC	-	-	yes	-	-
HSALNG0113311	-	3. Homininae	HC	-	-	yes	-	-
HSALNG0113654	-	1. Homo	MC	yes	-	yes	-	-
HSALNG0114402	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0016532	-	12. Eutheria	MC	-	-	yes	-	yes
HSALNG0114767	-	10. Euarchontoglires	MC	yes	-	yes	-	-
HSALNG0115167	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0145253	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0115889	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0116261	-	13. Theria	MC	-	-	yes	-	-
HSALNG0018524	-	6. Catarrhini	NE	-	yes	yes	-	-
HSALNG0116625	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0019250	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0117340	-	17. Euteleostomi	HC	-	-	yes	-	-
HSALNG0019606	-	12. Eutheria	MC	yes	yes	yes	-	-
HSALNG0020024	-	15. Amniota	LC	-	-	yes	-	yes
HSALNG0020420	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0118524	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0118887	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0119228	-	10. Euarchontoglires	NE	-	yes	yes	-	-
HSALNG0146315	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0119899	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0022377	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0120607	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0121004	-	14. Mammalia	MC	-	yes	yes	-	-
HSALNG0122816	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0145826	-	1. Homo	MC	-	yes	yes	-	-
HSALNG0025881	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0123936	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0026970	-	17. Euteleostomi	MC	-	yes	yes	-	-
HSALNG0125048	-	1. Homo	LC	-	-	yes	-	-
HSALNG0028939	-	1. Homo	NE	-	-	yes	-	-
HSALNG0126572	-	17. Euteleostomi	MC	yes	-	yes	-	-
HSALNG0029723	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0030593	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0030972	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0128484	-	13. Theria	LC	-	-	yes	-	-
HSALNG0031376	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0031748	-	16. Tetrapoda	HC	yes	-	yes	-	yes
HSALNG0129222	-	12. Eutheria	MC	-	yes	yes	-	-
